,fips,name,planar_measure,network_measure,seg_difference,p_value
63,16700,"Charleston-North Charleston, SC",0.16518494767901173,0.19053917500091028,0.025354227321898543,0.1138
64,16740,"Charlotte-Concord-Gastonia, NC-SC",0.2325435995291683,0.2641031387650236,0.031559539235855305,0.0004
65,16820,"Charlottesville, VA",0.11295396049645366,0.16150394793898926,0.048549987442535594,0.0622
66,16860,"Chattanooga, TN-GA",0.31838589087783903,0.3569920810023525,0.038606190124513495,0.1574
67,16940,"Cheyenne, WY",0.08518688116758148,0.10982692154399279,0.024640040376411307,0.2166
68,16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.36501015689846594,0.3858661794124022,0.020856022513936257,0.0
69,17020,"Chico, CA",0.07268039826672693,0.10010817940776186,0.027427781141034932,0.0562
70,17140,"Cincinnati, OH-KY-IN",0.26156087931634353,0.3151279142094202,0.05356703489307668,0.0002
71,17300,"Clarksville, TN-KY",0.14078129192949454,0.15449726616210846,0.01371597423261392,0.4836
72,17420,"Cleveland, TN",0.1796467202943256,0.21667075806197003,0.03702403776764443,0.1936
73,17460,"Cleveland-Elyria, OH",0.37951821040298533,0.41208363003669063,0.032565419633705295,0.004
74,17660,"Coeur d'Alene, ID",0.08354656643950573,0.09613855196470752,0.012591985525201799,0.5938
75,17780,"College Station-Bryan, TX",0.14793992049350496,0.18014720388648456,0.032207283392979597,0.2066
76,17820,"Colorado Springs, CO",0.08074126949791328,0.1038928075302283,0.02315153803231501,0.0208
77,17860,"Columbia, MO",0.11458686048892944,0.14055156574985314,0.025964705260923704,0.1804
78,17900,"Columbia, SC",0.23113921117031713,0.2618594168144151,0.03072020564409797,0.0478
79,17980,"Columbus, GA-AL",0.23167386438360343,0.261365278645011,0.02969141426140759,0.2332
80,18020,"Columbus, IN",0.1596881577766007,0.19436165925085608,0.03467350147425538,0.3456
81,18140,"Columbus, OH",0.23355583861381793,0.2727798874462693,0.03922404883245137,0.001
82,18580,"Corpus Christi, TX",0.13778931117988155,0.1714396712826242,0.03365036010274264,0.0684
83,18700,"Corvallis, OR",0.05551484842640247,0.07583869320740791,0.02032384478100544,0.3168
84,18880,"Crestview-Fort Walton Beach-Destin, FL",0.10061317078961363,0.12274840515193586,0.02213523436232223,0.141
85,19060,"Cumberland, MD-WV",0.25536595071626084,0.29019383692407347,0.03482788620781263,0.5992
86,19100,"Dallas-Fort Worth-Arlington, TX",0.21801838885983513,0.2552342513425256,0.03721586248269046,0.0
87,19140,"Dalton, GA",0.2590460638811833,0.27663096333659637,0.017584899455413083,0.5794
88,19180,"Danville, IL",0.26758283274432687,0.30079173808790854,0.033208905343581674,0.5204
89,19300,"Daphne-Fairhope-Foley, AL",0.21456154637892982,0.22413348010126774,0.009571933722337916,0.795
90,19340,"Davenport-Moline-Rock Island, IA-IL",0.13048736645579437,0.1710357768197031,0.04054841036390874,0.0262
91,19460,"Decatur, AL",0.2581411674988036,0.2886867614677466,0.030545593968942963,0.3364
92,19500,"Decatur, IL",0.16454368131323782,0.21030333680557423,0.045759655492336404,0.2408
93,19660,"Deltona-Daytona Beach-Ormond Beach, FL",0.21289013771897122,0.22563098168753887,0.012740843968567644,0.4878
94,19740,"Denver-Aurora-Lakewood, CO",0.17574273612479585,0.1968149050757848,0.021072168950988956,0.0016
95,19780,"Des Moines-West Des Moines, IA",0.1559793074051809,0.19448853390024845,0.03850922649506755,0.0128
96,19820,"Detroit-Warren-Dearborn, MI",0.45024567626351353,0.4885596094733693,0.038313933209855766,0.0
97,20020,"Dothan, AL",0.24483379841716907,0.2525320157888111,0.007698217371642058,0.8318
98,20100,"Dover, DE",0.12366795739545028,0.13070960257938638,0.007041645183936102,0.7932
99,20220,"Dubuque, IA",0.0934424835278285,0.13546133809725497,0.04201885456942647,0.1584
100,20260,"Duluth, MN-WI",0.11616023521995533,0.13643016865936855,0.020269933439413218,0.2144
101,20500,"Durham-Chapel Hill, NC",0.1981542667416249,0.22802945295074054,0.02987518620911564,0.0468
102,20700,"East Stroudsburg, PA",0.1280849364683562,0.14017351482012533,0.01208857835176913,0.4556
103,20740,"Eau Claire, WI",0.10624268858673734,0.15361524153188602,0.04737255294514868,0.1576
104,20940,"El Centro, CA",0.14202919257692856,0.16924256812256633,0.02721337554563777,0.3934
105,21340,"El Paso, TX",0.11188571274541338,0.13858291669021802,0.02669720394480464,0.0966
106,21060,"Elizabethtown-Fort Knox, KY",0.18530445870600507,0.20940036632247036,0.024095907616465295,0.3258
107,21140,"Elkhart-Goshen, IN",0.1796954130821461,0.21705877264230194,0.03736335956015585,0.1578
108,21300,"Elmira, NY",0.1114278043959249,0.1536558259518883,0.04222802155596339,0.3388
109,21420,"Enid, OK",0.1296489757547449,0.1623020729313223,0.032653097176577384,0.2536
110,21500,"Erie, PA",0.14076306685277723,0.17374672971014843,0.0329836628573712,0.0706
111,21660,"Eugene-Springfield, OR",0.0629732719823809,0.08938954177105359,0.02641626978867269,0.0258
112,21780,"Evansville, IN-KY",0.17043668338782617,0.22075776345479695,0.05032108006697078,0.0358
113,21820,"Fairbanks, AK",0.11660032377599938,0.13959744050059153,0.022997116724592148,0.3792
114,22020,"Fargo, ND-MN",0.0762509022679671,0.10937943572199509,0.033128533454027984,0.394
115,22140,"Farmington, NM",0.10095144220501845,0.12254601872365985,0.021594576518641398,0.299
116,22180,"Fayetteville, NC",0.10278227410902599,0.11455081017204262,0.01176853606301663,0.2882
117,22220,"Fayetteville-Springdale-Rogers, AR",0.21349806377313768,0.23212300455394103,0.018624940780803345,0.284
118,22380,"Flagstaff, AZ",0.07652470602045658,0.10744533447951048,0.030920628459053898,0.1168
119,22420,"Flint, MI",0.37991099147679663,0.4291100223448242,0.04919903086802757,0.068
120,22500,"Florence, SC",0.2273820174682933,0.25641577052736664,0.029033753059073325,0.31
121,22520,"Florence-Muscle Shoals, AL",0.16109323379913199,0.1960815775892173,0.03498834379008531,0.2814
122,22540,"Fond du Lac, WI",0.07405284878263767,0.0992101490034878,0.025157300220850137,0.2512
123,22660,"Fort Collins, CO",0.05110249556502519,0.07099430531795814,0.01989180975293295,0.202
124,22900,"Fort Smith, AR-OK",0.2105998692570846,0.23998035368335874,0.02938048442627414,0.2418
125,23060,"Fort Wayne, IN",0.22600000910494938,0.2597123120405161,0.03371230293556671,0.1076
126,23420,"Fresno, CA",0.14174468441294147,0.16731857898032276,0.025573894567381295,0.0272
127,23460,"Gadsden, AL",0.32769248691123903,0.35912548629105223,0.0314329993798132,0.4518
128,23540,"Gainesville, FL",0.13014634306055642,0.17741968286246665,0.04727333980191023,0.0548
129,23580,"Gainesville, GA",0.27212398821636746,0.28358596339406317,0.011461975177695705,0.7436
130,23900,"Gettysburg, PA",0.1276367297637284,0.1406236058644254,0.012986876100697015,0.6518
131,24020,"Glens Falls, NY",0.2051925415060981,0.23442546380383536,0.029232922297737274,0.6148
132,24140,"Goldsboro, NC",0.218053671384431,0.22147138209423814,0.003417710709807148,0.8968
133,24220,"Grand Forks, ND-MN",0.07565098724626516,0.10124656546766242,0.025595578221397255,0.23
134,24260,"Grand Island, NE",0.14019100600851062,0.17676755952962325,0.03657655352111264,0.2556
135,24300,"Grand Junction, CO",0.056556398194306585,0.07755231713695501,0.020995918942648427,0.1448
136,24340,"Grand Rapids-Kentwood, MI",0.22766423057817378,0.2641196365884829,0.03645540601030914,0.0198
137,24420,"Grants Pass, OR",0.10545358682422602,0.13105270349253642,0.025599116668310398,0.278
138,24500,"Great Falls, MT",0.09628368815130656,0.1281782772285116,0.03189458907720505,0.1302
139,24540,"Greeley, CO",0.1171873290756348,0.1424413239726436,0.025253994897008816,0.2054
140,24580,"Green Bay, WI",0.17168635041487634,0.2117841851135939,0.040097834698717555,0.0852
141,24660,"Greensboro-High Point, NC",0.24502310154455129,0.27825679590881763,0.03323369436426635,0.029
142,24780,"Greenville, NC",0.14655603363459008,0.17530522405596197,0.02874919042137189,0.242
143,24860,"Greenville-Anderson, SC",0.1936195162357602,0.22150439680591552,0.027884880570155313,0.0448
144,25060,"Gulfport-Biloxi, MS",0.21983188731997855,0.25341501063606564,0.03358312331608709,0.1348
145,25180,"Hagerstown-Martinsburg, MD-WV",0.13509012878644508,0.1682395301524173,0.03314940136597222,0.273
146,25220,"Hammond, LA",0.2093820650066754,0.22170137914791235,0.012319314141236964,0.7874
147,25260,"Hanford-Corcoran, CA",0.10860836786317139,0.12910473925818985,0.02049637139501846,0.336
148,25420,"Harrisburg-Carlisle, PA",0.2690238808437498,0.30211344871464824,0.03308956787089845,0.0982
149,25500,"Harrisonburg, VA",0.12345566895224795,0.1617641799579509,0.03830851100570294,0.2434
150,25540,"Hartford-East Hartford-Middletown, CT",0.26447126876817223,0.3126648128672628,0.048193544099090546,0.001
151,25620,"Hattiesburg, MS",0.25889186729543,0.2059575107576908,-0.0529343565377392,0.2356
152,25860,"Hickory-Lenoir-Morganton, NC",0.2325174861951008,0.2417897016666923,0.009272215471591516,0.5778
153,25940,"Hilton Head Island-Bluffton, SC",0.2689207187851015,0.28231470501268996,0.013393986227588472,0.7008
154,25980,"Hinesville, GA",0.11037297114125078,0.11605967958525887,0.005686708444008093,0.8362
155,26140,"Homosassa Springs, FL",0.14381440929070768,0.15307843316431868,0.009264023873611,0.6602
156,26300,"Hot Springs, AR",0.20055713145746268,0.21753085562479124,0.016973724167328563,0.5812
157,26380,"Houma-Thibodaux, LA",0.18239162846666207,0.2355459451156681,0.05315431664900602,0.1006
158,26420,"Houston-The Woodlands-Sugar Land, TX",0.24252626732175617,0.2700574287897336,0.027531161467977433,0.0002
159,26580,"Huntington-Ashland, WV-KY-OH",0.2023382973157588,0.25398065735313613,0.05164236003737732,0.1134
160,26620,"Huntsville, AL",0.24622769948536577,0.25236139698914456,0.00613369750377879,0.7916
161,26820,"Idaho Falls, ID",0.07560207581386581,0.10032597845952626,0.024723902645660448,0.3222
162,26900,"Indianapolis-Carmel-Anderson, IN",0.2793659192754181,0.3138018845333913,0.03443596525797321,0.0076
163,26980,"Iowa City, IA",0.10433258147671907,0.12825768780181251,0.02392510632509344,0.3794
164,27060,"Ithaca, NY",0.1149304388979204,0.14849663862150503,0.03356619972358463,0.2564
165,27100,"Jackson, MI",0.1776575677564525,0.21512744504803433,0.03746987729158183,0.2896
166,27140,"Jackson, MS",0.3634623829355614,0.37975499269093144,0.016292609755370058,0.4164
167,27180,"Jackson, TN",0.2799461369430714,0.2925758676909971,0.012629730747925672,0.717
168,27260,"Jacksonville, FL",0.23899328611296355,0.2614250959629196,0.02243180984995602,0.1562
169,27340,"Jacksonville, NC",0.10133268188190957,0.11445773559079549,0.01312505370888592,0.4606
170,27500,"Janesville-Beloit, WI",0.17662690970085484,0.20665464335911976,0.030027733658264916,0.2744
171,27620,"Jefferson City, MO",0.23241090267117553,0.27159955535774694,0.0391886526865714,0.2788
172,27740,"Johnson City, TN",0.174748281639271,0.21097565214290395,0.03622737050363295,0.0576
173,27780,"Johnstown, PA",0.1657551392075428,0.2098738358985953,0.04411869669105248,0.1042
174,27860,"Jonesboro, AR",0.19868185214341902,0.23307515552839758,0.03439330338497856,0.2772
175,27900,"Joplin, MO",0.196356454667973,0.21803229048967424,0.02167583582170124,0.4502
176,27980,"Kahului-Wailuku-Lahaina, HI",0.16393195472748617,0.18110919198222125,0.017177237254735078,0.5204
177,28020,"Kalamazoo-Portage, MI",0.15120511459683578,0.19148209210916245,0.04027697751232667,0.2002
178,28100,"Kankakee, IL",0.2225616570737832,0.2656853253288544,0.04312366825507122,0.2958
179,28140,"Kansas City, MO-KS",0.26611755605533893,0.293708745067918,0.027591189012579065,0.0066
180,28420,"Kennewick-Richland, WA",0.18782437201798363,0.22227076628645603,0.0344463942684724,0.2306
181,28660,"Killeen-Temple, TX",0.09949642885038688,0.1244641252045706,0.02496769635418372,0.053
182,28700,"Kingsport-Bristol, TN-VA",0.1865288632995448,0.2090519797764129,0.02252311647686811,0.1996
183,28740,"Kingston, NY",0.1394049664811557,0.1650638968715074,0.02565893039035172,0.2122
184,28940,"Knoxville, TN",0.2412120204908754,0.27636745117859696,0.03515543068772156,0.0806
185,29020,"Kokomo, IN",0.12925598520126358,0.16579677902411447,0.03654079382285089,0.4218
186,29100,"La Crosse-Onalaska, WI-MN",0.08498776186005783,0.11135514453073887,0.026367382670681047,0.3148
187,29180,"Lafayette, LA",0.25143784807342834,0.27993440901865796,0.02849656094522962,0.2206
188,29200,"Lafayette-West Lafayette, IN",0.14706234407264554,0.1816855243586982,0.03462318028605266,0.1574
189,29340,"Lake Charles, LA",0.3635456903194989,0.3840203815628955,0.02047469124339657,0.589
190,29420,"Lake Havasu City-Kingman, AZ",0.10570507199187987,0.11314421445763982,0.007439142465759954,0.6628
191,29460,"Lakeland-Winter Haven, FL",0.17213801385117633,0.18812288831944915,0.01598487446827282,0.3424
192,29540,"Lancaster, PA",0.19025427065545547,0.2232540274264523,0.03299975677099684,0.1178
193,29620,"Lansing-East Lansing, MI",0.16560693987924538,0.20995905059767653,0.04435211071843115,0.0028
194,29700,"Laredo, TX",0.08193649447464255,0.10677574704370765,0.024839252569065107,0.1104
195,29740,"Las Cruces, NM",0.12310987769245124,0.15254749911007162,0.02943762141762038,0.3318
196,29820,"Las Vegas-Henderson-Paradise, NV",0.11533034022363822,0.13858243143949062,0.023252091215852394,0.0
197,29940,"Lawrence, KS",0.054015463889741835,0.07019800818904856,0.016182544299306725,0.3566
198,30020,"Lawton, OK",0.05495607188812901,0.07463317610757315,0.019677104219444144,0.2312
199,30140,"Lebanon, PA",0.20404948315625315,0.2343219791032146,0.030272495946961436,0.5252
200,30300,"Lewiston, ID-WA",0.08300137289083248,0.11983933070065539,0.03683795780982291,0.1312
201,30340,"Lewiston-Auburn, ME",0.1304806778945044,0.17423848384765067,0.04375780595314627,0.325
202,30460,"Lexington-Fayette, KY",0.14493335685800182,0.18997418732613106,0.045040830468129234,0.025
203,30620,"Lima, OH",0.14653561969140802,0.19584797913110505,0.04931235943969703,0.154
204,30700,"Lincoln, NE",0.0898808786146867,0.11246097830603043,0.022580099691343725,0.3014
205,30780,"Little Rock-North Little Rock-Conway, AR",0.2674702489034645,0.3189150311265843,0.05144478222311982,0.0114
206,30860,"Logan, UT-ID",0.08288278612827962,0.10742535373501498,0.024542567606735358,0.2902
207,30980,"Longview, TX",0.1895216040394725,0.1802362778793506,-0.009285326160121898,0.6396
208,31020,"Longview, WA",0.07281638820434796,0.09718464344334456,0.024368255238996592,0.303
209,31080,"Los Angeles-Long Beach-Anaheim, CA",0.26436176753338425,0.28351798780684506,0.01915622027346081,0.0
210,31140,"Louisville/Jefferson County, KY-IN",0.26858304825392526,0.328105409587651,0.05952236133372574,0.0002
211,31180,"Lubbock, TX",0.11648219834389499,0.1425808232324099,0.0260986248885149,0.2336
212,31340,"Lynchburg, VA",0.20072788275963638,0.2089705609140245,0.008242678154388117,0.7342
213,31420,"Macon-Bibb County, GA",0.2776069520957321,0.2912475012603427,0.013640549164610605,0.6598
214,31460,"Madera, CA",0.2293753490666258,0.2504211886573365,0.021045839590710685,0.5888
215,31540,"Madison, WI",0.10820959382726006,0.13240486226787368,0.02419526844061362,0.098
216,31700,"Manchester-Nashua, NH",0.10020764553246972,0.1375140293816671,0.03730638384919738,0.0234
217,31740,"Manhattan, KS",0.0922286782560847,0.10941186542153475,0.017183187165450045,0.4336
218,31860,"Mankato, MN",0.080675407165028,0.11629045967057518,0.03561505250554718,0.0928
219,31900,"Mansfield, OH",0.21880635999860978,0.2697245035673889,0.050918143568779134,0.1388
220,32580,"McAllen-Edinburg-Mission, TX",0.16656594999849356,0.20478374803979557,0.038217798041302015,0.0342
221,32780,"Medford, OR",0.10246354359494717,0.12507008730223043,0.022606543707283266,0.1444
222,32820,"Memphis, TN-MS-AR",0.33757913212588087,0.3699302312324712,0.03235109910659034,0.0354
223,32900,"Merced, CA",0.10509283837076962,0.13206481946775925,0.02697198109698963,0.1078
224,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",0.32255103766436016,0.3539423249313864,0.031391287267026224,0.0
225,33140,"Michigan City-La Porte, IN",0.17516423384340857,0.2075605270886909,0.03239629324528234,0.4354
226,33220,"Midland, MI",0.11082763956867919,0.14503685230335173,0.034209212734672534,0.139
227,33260,"Midland, TX",0.14017003658865904,0.16407867171778098,0.023908635129121947,0.3786
228,33340,"Milwaukee-Waukesha, WI",0.39777221781950195,0.42921447222997655,0.0314422544104746,0.0076
229,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0.17700179302218524,0.20923349344725917,0.03223170042507392,0.0
230,33540,"Missoula, MT",0.07456292361684005,0.0979451806661354,0.02338225704929535,0.2398
231,33660,"Mobile, AL",0.31896650945893135,0.34544540156951825,0.026478892110586905,0.2956
232,33700,"Modesto, CA",0.1011620526310171,0.12158703990861272,0.02042498727759562,0.0928
233,33740,"Monroe, LA",0.4541319072499355,0.4602108930298424,0.006078985779906898,0.8654
234,33780,"Monroe, MI",0.1474289887315338,0.171107074655889,0.02367808592435522,0.3138
235,33860,"Montgomery, AL",0.29879316292665237,0.3307310098114196,0.03193784688476725,0.1966
236,34060,"Morgantown, WV",0.10256918197368774,0.16246418940998542,0.05989500743629768,0.2088
237,34100,"Morristown, TN",0.21935678718187102,0.2333815283860272,0.014024741204156171,0.634
238,34580,"Mount Vernon-Anacortes, WA",0.16438950937519586,0.17837218283240433,0.013982673457208467,0.7316
239,34620,"Muncie, IN",0.1356716519395174,0.195519106145055,0.05984745420553758,0.2584
240,34740,"Muskegon, MI",0.23980362764495303,0.290312179609332,0.05050855196437895,0.1364
241,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.19640068077000816,0.20462840418071138,0.008227723410703214,0.7112
242,34900,"Napa, CA",0.12065881239864845,0.15921162892477275,0.0385528165261243,0.294
243,34940,"Naples-Marco Island, FL",0.2683083765381963,0.3048332688020848,0.0365248922638885,0.2786
244,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.22183828878873812,0.2546154043129019,0.03277711552416379,0.0104
245,35100,"New Bern, NC",0.19245596994630224,0.21359906553438107,0.021143095588078836,0.48
246,35300,"New Haven-Milford, CT",0.1832938645079745,0.2254374244305899,0.0421435599226154,0.001
247,35380,"New Orleans-Metairie, LA",0.22723760733676462,0.2595243320250713,0.03228672468830668,0.0094
248,35620,"New York-Newark-Jersey City, NY-NJ-PA",0.28007401716596975,0.2989453010133605,0.01887128384739073,0.0
249,35660,"Niles, MI",0.39203362672768605,0.40869963210637816,0.016666005378692117,0.7146
250,35840,"North Port-Sarasota-Bradenton, FL",0.1910310525265111,0.23234251926760205,0.04131146674109096,0.0638
251,35980,"Norwich-New London, CT",0.20597432168676616,0.23968238533945094,0.03370806365268478,0.1416
252,36100,"Ocala, FL",0.21016162571908625,0.21627021162251936,0.006108585903433106,0.814
253,36140,"Ocean City, NJ",0.19834855793633518,0.2363729150248714,0.038024357088536215,0.3386
254,36220,"Odessa, TX",0.10660370710071342,0.1332569862107286,0.02665327911001518,0.2228
255,36260,"Ogden-Clearfield, UT",0.1181962167020232,0.14407350857558315,0.025877291873559957,0.0874
256,36420,"Oklahoma City, OK",0.21866659345466027,0.2525744281779793,0.03390783472331904,0.0064
257,36500,"Olympia-Lacey-Tumwater, WA",0.07684156247026075,0.11190124467668996,0.035059682206429216,0.0038
258,36540,"Omaha-Council Bluffs, NE-IA",0.22374729728600332,0.2518922648838057,0.02814496759780241,0.0612
259,36740,"Orlando-Kissimmee-Sanford, FL",0.19244597765356464,0.20589597691289727,0.013449999259332629,0.2978
260,36780,"Oshkosh-Neenah, WI",0.08020303060202666,0.10427853279135145,0.02407550218932479,0.1738
261,36980,"Owensboro, KY",0.118556714559356,0.16645691821339662,0.047900203654040616,0.0896
262,37100,"Oxnard-Thousand Oaks-Ventura, CA",0.21073146449627733,0.2402810321563256,0.029549567660048265,0.0454
263,37340,"Palm Bay-Melbourne-Titusville, FL",0.14660371443174383,0.17379223903250784,0.027188524600764014,0.1168
264,37460,"Panama City, FL",0.1726251869058731,0.18230407641886404,0.009678889512990924,0.7818
265,37620,"Parkersburg-Vienna, WV",0.1526082450225217,0.19970679604105754,0.04709855101853583,0.1868
266,37860,"Pensacola-Ferry Pass-Brent, FL",0.18125743200999658,0.20958284175545205,0.02832540974545547,0.1782
267,37900,"Peoria, IL",0.28784267561887716,0.3507016809278963,0.06285900530901911,0.0038
268,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.3019311233211714,0.32616114485270625,0.024230021531534862,0.0
269,38060,"Phoenix-Mesa-Chandler, AZ",0.1821864959290251,0.20938057826135936,0.027194082332334252,0.0
270,38220,"Pine Bluff, AR",0.3849480112220117,0.3984778108929194,0.013529799670907672,0.8198
271,38300,"Pittsburgh, PA",0.22490366627288513,0.2800524040914702,0.055148737818585064,0.0
272,38340,"Pittsfield, MA",0.10454717049248698,0.13096242700578234,0.026415256513295363,0.192
273,38540,"Pocatello, ID",0.08053972268202957,0.1120772898063774,0.03153756712434784,0.5098
274,38940,"Port St. Lucie, FL",0.23042869347149986,0.25453844746637044,0.024109753994870586,0.3678
275,38860,"Portland-South Portland, ME",0.1557042754699996,0.18273243247621157,0.027028157006211972,0.18
276,38900,"Portland-Vancouver-Hillsboro, OR-WA",0.09469418111326826,0.11829111242722015,0.023596931313951894,0.001
277,39300,"Providence-Warwick, RI-MA",0.19892672289328728,0.22821269012302497,0.029285967229737697,0.0174
