,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km
0,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,0,0.0,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
1,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,92251,0.26428332010737376,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
2,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,0,0.0,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
3,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,211457,0.605788100074199,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
4,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,44001,0.12605533130312466,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
5,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,1177,0.003371903478188626,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
6,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,143,0.00040967051604160875,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
7,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,17,4.870208931963181e-05,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
8,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,14,4.010760296910855e-05,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
9,349061,909164,5.209198392258087,88635009.68799818,97.4906724067365,2.6058740449377042,1,2.8648287835077535e-06,256810,44317504.84400073,454582,97.4906724067401,1.1095590185513076,0.009674822144299598,29.09183562953723,21.40334872134514,7387.118964495268,3693.5594822477706
