,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km
0,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,0,0.0,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
1,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,15332,0.20165724056293569,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
2,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,0,0.0,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
3,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,47250,0.6214652111008813,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
4,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,13115,0.17249769827699593,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
5,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,307,0.004037879784295673,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
6,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,20,0.00026305405760883863,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
7,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,2,2.6305405760883863e-05,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
8,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,3,3.9458108641325795e-05,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
9,76030,211038,5.551440220965408,32023866.301999204,151.74454980619228,2.778429567276075,1,1.3152702880441932e-05,60698,16011933.151000028,105519,151.74454980619632,1.1356082011168536,0.007543665121921171,4.3112989945241695,3.441894336046666,1815.920854775557,907.9604273878026
