,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km
0,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,0,0.0,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
1,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,94713,0.2500475209884366,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
2,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,1,2.6400549131421933e-06,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
3,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,229438,0.6057289191615186,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
4,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,53131,0.1402687575901579,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
5,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,1250,0.003300068641427742,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
6,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,195,0.0005148107080627277,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
7,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,37,9.768203178626115e-05,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
8,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,12,3.168065895770632e-05,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
9,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,2,5.2801098262843866e-06,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
10,378780,1003152,5.296752732456835,81230383.04399851,80.97514937317426,2.6489149374306984,1,2.6400549131421933e-06,284067,40615191.52199953,501576,80.97514937317482,1.1165717985127086,0.011918433098872354,47.11624541644846,35.33494505178273,10104.204717179226,5052.102358589647
